Year,Month,State,County,Rate
2015,January,Kansas,Franklin County,5.8
2015,January,Kansas,Allen County,5.4
2015,January,Kansas,Johnson County,3.9
2015,January,Kansas,Clay County,5.2
2015,January,Kansas,Crawford County,5.8
2015,January,Kansas,Coffey County,5.9
2015,January,Kansas,Neosho County,7.4
2015,January,Kansas,Gove County,2.6
2015,January,Kansas,Washington County,4
2015,January,Kansas,Woodson County,4.6
2015,January,Kansas,Ottawa County,4.5
2015,January,Kansas,Barber County,3.1
2015,January,Kansas,McPherson County,3.4
2015,January,Kansas,Montgomery County,6
2015,January,Kansas,Ellis County,3
2015,January,Kansas,Cloud County,4.4
2015,January,Kansas,Stevens County,3.5
2015,January,Kansas,Anderson County,5.3
2015,January,Kansas,Barton County,4.4
2015,January,Kansas,Miami County,5.5
2015,January,Kansas,Dickinson County,6.4
2015,January,Kansas,Trego County,4
2015,January,Kansas,Pawnee County,4.2
2015,January,Kansas,Jackson County,4.6
2015,January,Kansas,Comanche County,2.7
2015,January,Kansas,Graham County,3.6
2015,January,Kansas,Atchison County,6.6
2015,January,Kansas,Wallace County,2.7
2015,January,Kansas,Geary County,7.2
2015,January,Kansas,Riley County,3.8
2015,January,Kansas,Harvey County,4.6
2015,January,Kansas,Phillips County,3.5
2015,January,Kansas,Finney County,3.4
2015,January,Kansas,Sherman County,3.1
2015,January,Kansas,Kearny County,2.9
2015,January,Kansas,Elk County,5.4
2015,January,Kansas,Rice County,3.8
2015,January,Kansas,Wilson County,7
2015,January,Kansas,Cheyenne County,2.9
2015,January,Kansas,Hamilton County,2.1
2015,January,Kansas,Lane County,3.7
2015,January,Kansas,Chautauqua County,5.3
2015,January,Kansas,Mitchell County,3.4
2015,January,Kansas,Morris County,5.1
2015,January,Utah,Wayne County,16.4
2015,January,Utah,Beaver County,4
2015,January,Utah,San Juan County,9.9
2015,January,Utah,Duchesne County,4.8
2015,January,Utah,Piute County,8.3
2015,January,Utah,Daggett County,6.9
2015,January,Utah,Morgan County,3.3
2015,January,Utah,Box Elder County,4.2
2015,January,Utah,Davis County,3.6
2015,January,Utah,Garfield County,16.1
2015,January,Utah,Iron County,4.9
2015,January,Utah,Tooele County,4.7
2015,January,Utah,Carbon County,5.7
2015,January,Utah,Washington County,4.7
2015,January,Utah,Emery County,6.4
2015,January,Utah,Weber County,4.7
2015,January,Utah,Sanpete County,4.6
2015,January,Utah,Millard County,4.3
2015,January,Utah,Sevier County,5.4
2015,January,Utah,Cache County,3.2
2015,January,Utah,Grand County,13.1
2015,January,Utah,Juab County,4.7
2015,January,Utah,Utah County,3.5
2015,January,Utah,Uintah County,4.1
2015,January,Utah,Wasatch County,3.5
2015,January,Utah,Summit County,2.8
2015,January,Utah,Salt Lake County,3.7
2015,January,Utah,Rich County,5.4
2015,January,Utah,Kane County,7
2015,January,Virginia,Hanover County,4.4
2015,January,Virginia,Madison County,3.9
2015,January,Virginia,Norfolk City,6.4
2015,January,Virginia,Colonial Heights City,5.5
2015,January,Virginia,Page County,10.5
2015,January,Virginia,Giles County,6.3
2015,January,Virginia,Northumberland County,9.7
2015,January,Virginia,York County,5
2015,January,Virginia,Craig County,6.9
2015,January,Virginia,Martinsville City,10.3
2015,January,Virginia,Suffolk City,5.7
2015,January,Virginia,Manassas City,5.1
2015,January,Virginia,Lexington City,7.8
2015,January,Virginia,Orange County,5.4
2015,January,Virginia,Dinwiddie County,6.3
2015,January,Virginia,Rockingham County,4.7
2015,January,Virginia,Fairfax City,4.1
2015,January,Virginia,Spotsylvania County,5.3
2015,January,Virginia,Accomack County,7.8
2015,January,Virginia,Alexandria City,3.8
2015,January,Virginia,Augusta County,4.7
2015,January,Virginia,Falls Church City,3.2
2015,January,Virginia,Northampton County,8.5
2015,January,Virginia,Chesterfield County,4.8
2015,January,Virginia,Brunswick County,8.5
2015,January,Virginia,Gloucester County,5
2015,January,Virginia,Scott County,5.6
2015,January,Virginia,Goochland County,4.8
2015,January,Virginia,Surry County,6.3
2015,January,Virginia,Stafford County,5.1
2015,January,Virginia,Rockbridge County,6
2015,January,Virginia,Williamsburg City,7.4
2015,January,Virginia,Danville City,8.4
2015,January,Virginia,Nottoway County,5.6
2015,January,Virginia,Roanoke City,5.7
2015,January,Virginia,Middlesex County,5.8
2015,January,Virginia,Staunton City,5.1
2015,January,Virginia,Fauquier County,4.6
2015,January,Virginia,King William County,5.3
2015,January,Virginia,Lunenburg County,6.1
2015,January,Virginia,Powhatan County,4.5
2015,January,Virginia,Campbell County,5.6
2015,January,Virginia,Norton City,7.4
2015,January,Virginia,Pulaski County,6.3
2015,January,Virginia,Fairfax County,4
2015,January,Virginia,Bristol City,6.2
2015,January,Virginia,Henrico County,4.9
2015,January,Virginia,Lynchburg City,6.1
2015,January,Virginia,Wythe County,6.6
2015,January,Virginia,Radford City,6.5
2015,January,Virginia,Greensville County,6.2
2015,January,Virginia,Essex County,7.2
2015,January,Virginia,Highland County,4.6
2015,January,Virginia,Roanoke County,4.4
2015,January,Virginia,Charlottesville City,4.2
2015,January,Virginia,Amelia County,5.5
2015,January,Virginia,Lancaster County,10.9
2015,January,Virginia,Shenandoah County,5.1
2015,January,Virginia,Franklin City,7.9
2015,January,Virginia,Pittsylvania County,6.5
2015,January,Virginia,Richmond County,5.9
2015,January,Virginia,Appomattox County,5.9
2015,January,Virginia,King and Queen County,5.9
2015,January,Virginia,Dickenson County,10.6
2015,January,Virginia,Buena Vista City,5.9
2015,January,Virginia,Russell County,7.9
2015,January,Virginia,Bedford County,5.2
2015,January,Virginia,Alleghany County,6.1
2015,January,Virginia,Manassas Park City,4.8
2015,January,Virginia,Waynesboro City,5.3
2015,January,Virginia,Culpeper County,5.2
2015,January,Virginia,Warren County,5.7
2015,January,Virginia,Prince Edward County,7.1
2015,January,Virginia,Richmond City,5.9
2015,January,Virginia,Westmoreland County,7.6
2015,January,Virginia,Fredericksburg City,6.1
2015,January,Virginia,Mathews County,5
2015,January,Virginia,Halifax County,7.4
2015,January,Virginia,Lee County,8.1
2015,January,Virginia,Patrick County,6.4
2015,January,Virginia,Newport News City,6.4
2015,January,Virginia,Fluvanna County,4.1
2015,January,Virginia,Charlotte County,6.8
2015,January,Virginia,Franklin County,5.5
2015,January,Virginia,Grayson County,8.2
2015,January,Virginia,New Kent County,4.3
2015,January,Virginia,Henry County,7.6
2015,January,Virginia,Loudoun County,4
2015,January,Virginia,Sussex County,8
2015,January,Virginia,Albemarle County,4.2
2015,January,Virginia,Botetourt County,4.8
2015,January,Virginia,Cumberland County,6.6
2015,January,Virginia,Mecklenburg County,7.5
2015,January,Virginia,Isle of Wight County,5.3
2015,January,Virginia,Emporia City,7.5
2015,January,Virginia,James City County,5.2
2015,January,Virginia,Southampton County,4.8
2015,January,Virginia,Smyth County,7.9
2015,January,Virginia,Winchester City,5.1
2015,January,Virginia,Floyd County,5.1
2015,January,Virginia,Prince William County,4.8
2015,January,Virginia,Poquoson City,4.4
2015,January,Virginia,Montgomery County,4.8
2015,January,Virginia,Petersburg City,10.7
2015,January,Virginia,Charles City County,6.4
2015,January,Virginia,Caroline County,6.3
2015,January,Virginia,Virginia Beach City,4.9
2015,January,Virginia,Clarke County,4.6
2015,January,Virginia,Covington City,8.3
2015,January,Virginia,Buchanan County,11.2
2015,January,Virginia,Bland County,6.7
2015,January,Virginia,Tazewell County,8.4
2015,January,Virginia,Arlington County,3.2
2015,January,Virginia,Wise County,9.3
2015,January,Virginia,Amherst County,5.4
2015,January,Virginia,Bath County,5.7
2015,January,Virginia,Hampton City,6.9
2015,January,Virginia,Carroll County,6.7
2015,January,Virginia,Buckingham County,7
2015,January,Virginia,Rappahannock County,5.1
2015,January,Virginia,Frederick County,4.7
2015,January,Virginia,Nelson County,4.9
2015,January,Virginia,Greene County,4.3
2015,January,Virginia,Prince George County,6.2
2015,January,Virginia,Portsmouth City,7.2
2015,January,Virginia,Washington County,5.8
2015,January,Virginia,King George County,5.6
2015,January,Virginia,Salem City,4.8
2015,January,Virginia,Louisa County,5.1
2015,January,Virginia,Harrisonburg City,5.5
2015,January,Virginia,Hopewell City,9
2015,January,Virginia,Chesapeake City,5.1
2015,January,Virginia,Galax City,6.5
2015,January,Oregon,Polk County,6.4
2015,January,Oregon,Yamhill County,5.9
2015,January,Oregon,Jefferson County,9.7
2015,January,Oregon,Josephine County,8.9
2015,January,Oregon,Hood River County,5.5
2015,January,Oregon,Klamath County,9.7
2015,January,Oregon,Baker County,8.4
2015,January,Oregon,Curry County,9.9
2015,January,Oregon,Linn County,7.4
2015,January,Oregon,Umatilla County,8.4
2015,January,Oregon,Lincoln County,8.1
2015,January,Oregon,Jackson County,7.8
2015,January,Oregon,Marion County,6.9
2015,January,Oregon,Tillamook County,6.6
2015,January,Oregon,Wasco County,7.1
2015,January,Oregon,Morrow County,7.4
2015,January,Oregon,Malheur County,7.9
2015,January,Oregon,Clatsop County,6.8
2015,January,Oregon,Benton County,4.8
2015,January,Oregon,Union County,7.5
2015,January,Oregon,Coos County,8.5
2015,January,Oregon,Lake County,9.9
2015,January,Oregon,Washington County,5.2
2015,January,Oregon,Douglas County,8.5
2015,January,Oregon,Clackamas County,5.7
2015,January,Oregon,Sherman County,7.9
2015,January,Oregon,Crook County,10.4
2015,January,Oregon,Gilliam County,7.1
2015,January,Oregon,Harney County,10
2015,January,Oregon,Deschutes County,7.3
2015,January,Oregon,Columbia County,7.7
2015,January,Oregon,Wheeler County,6.9
2015,January,Oregon,Grant County,12.8
2015,January,Oregon,Wallowa County,11.1
2015,January,Oregon,Lane County,6.5
2015,January,Oregon,Multnomah County,5.4
2015,January,Connecticut,Tolland County,5.8
2015,January,Connecticut,Fairfield County,6.1
2015,January,Connecticut,New London County,7
2015,January,Connecticut,Litchfield County,6.3
2015,January,Connecticut,Hartford County,6.9
2015,January,Connecticut,New Haven County,7.1
2015,January,Connecticut,Windham County,7.5
2015,January,Connecticut,Middlesex County,5.8
2015,January,Montana,Pondera County,5.3
2015,January,Montana,Daniels County,3.3
2015,January,Montana,Jefferson County,5.4
2015,January,Montana,Madison County,4.6
2015,January,Montana,Hill County,5.3
2015,January,Montana,Ravalli County,7.1
2015,January,Montana,Sanders County,10.9
2015,January,Montana,Chouteau County,3.4
2015,January,Montana,Deer Lodge County,4.8
2015,January,Montana,Meagher County,4.2
2015,January,Montana,Wibaux County,3.1
2015,January,Montana,Blaine County,6.9
2015,January,Montana,Roosevelt County,5.9
2015,January,Montana,Beaverhead County,4.4
2015,January,Montana,Gallatin County,3.6
2015,January,Montana,Valley County,4.1
2015,January,Montana,Lewis and Clark County,4.4
2015,January,Montana,Big Horn County,8.8
2015,January,Montana,Lincoln County,12.9
2015,January,Montana,Treasure County,5
2015,January,Montana,Mineral County,11.4
2015,January,Montana,McCone County,2.6
2015,January,Montana,Musselshell County,4.5
2015,January,Montana,Silver Bow County,5.4
2015,January,Montana,Powder River County,3
2015,January,Montana,Garfield County,3.6
2015,January,Montana,Granite County,7.4
2015,January,Montana,Custer County,4.2
2015,January,Montana,Carbon County,4.5
2015,January,Montana,Petroleum County,6.4
2015,January,Montana,Cascade County,4.9
2015,January,Montana,Fergus County,6.2
2015,January,Montana,Rosebud County,6.4
2015,January,Montana,Fallon County,2.1
2015,January,Montana,Lake County,6.4
2015,January,Montana,Golden Valley County,6
2015,January,Montana,Dawson County,3.1
2015,January,Montana,Teton County,4.8
2015,January,Montana,Carter County,4.6
2015,January,Montana,Liberty County,3.4
2015,January,Montana,Sheridan County,3.7
2015,January,Montana,Yellowstone County,4
2015,January,Montana,Powell County,5.9
2015,January,Montana,Glacier County,12
2015,January,Montana,Prairie County,5.2
2015,January,Montana,Phillips County,7.5
2015,January,Montana,Richland County,2.7
2015,January,Montana,Broadwater County,6.5
2015,January,Montana,Sweet Grass County,3.9
2015,January,Montana,Stillwater County,4.6
2015,January,Montana,Flathead County,7.6
2015,January,Montana,Wheatland County,7
2015,January,Montana,Park County,6.3
2015,January,Montana,Toole County,3.7
2015,January,Montana,Missoula County,5.1
2015,January,Montana,Judith Basin County,5
2015,January,California,Humboldt County,6.7
2015,January,California,Sonoma County,5.3
2015,January,California,San Luis Obispo County,5.3
2015,January,California,Glenn County,10.8
2015,January,California,Nevada County,6.2
2015,January,California,Yolo County,7.8
2015,January,California,Sacramento County,6.8
2015,January,California,Fresno County,12.1
2015,January,California,Calaveras County,7.4
2015,January,California,Marin County,4
2015,January,California,Lassen County,9.3
2015,January,California,Contra Costa County,5.7
2015,January,California,Yuba County,11.3
2015,January,California,Del Norte County,9.9
2015,January,California,San Mateo County,3.9
2015,January,California,Mono County,5.7
2015,January,California,Merced County,14.2
2015,January,California,Santa Cruz County,10.2
2015,January,California,Ventura County,6.4
2015,January,California,Placer County,5.8
2015,January,California,Inyo County,7
2015,January,California,Stanislaus County,11
2015,January,California,Orange County,5
2015,January,California,Trinity County,10.5
2015,January,California,Alpine County,6.7
2015,January,California,Madera County,12.3
2015,January,California,Imperial County,23.4
2015,January,California,Kings County,12.8
2015,January,California,Mariposa County,10.5
2015,January,California,San Benito County,9.3
2015,January,California,Lake County,9.4
2015,January,California,El Dorado County,6.6
2015,January,California,Solano County,7
2015,January,California,Los Angeles County,7.9
2015,January,California,San Diego County,5.9
2015,January,California,Alameda County,5.3
2015,January,California,Colusa County,23.5
2015,January,California,Sierra County,12
2015,January,California,Tehama County,9.6
2015,January,California,Modoc County,11.9
2015,January,California,Amador County,8
2015,January,California,San Joaquin County,10.5
2015,January,California,Siskiyou County,12.7
2015,January,California,Riverside County,7.4
2015,January,California,San Francisco County,4.1
2015,January,California,San Bernardino County,7.2
2015,January,California,Santa Clara County,4.7
2015,January,California,Tulare County,13.7
2015,January,California,Shasta County,9.4
2015,January,California,Santa Barbara County,6.6
2015,January,California,Monterey County,12.5
2015,January,California,Tuolumne County,8.5
2015,January,California,Sutter County,13.2
2015,January,California,Butte County,8.5
2015,January,California,Kern County,11.2
2015,January,California,Napa County,5.8
2015,January,California,Mendocino County,7.2
2015,January,California,Plumas County,14.7
2015,January,Massachusetts,Hampden County,8
2015,January,Massachusetts,Nantucket County,12.5
2015,January,Massachusetts,Bristol County,7.7
2015,January,Massachusetts,Berkshire County,6.9
2015,January,Massachusetts,Worcester County,6.1
2015,January,Massachusetts,Essex County,5.9
2015,January,Massachusetts,Norfolk County,4.9
2015,January,Massachusetts,Suffolk County,5.2
2015,January,Massachusetts,Franklin County,5.6
2015,January,Massachusetts,Barnstable County,9.5
2015,January,Massachusetts,Dukes County,12
2015,January,Massachusetts,Plymouth County,6.2
2015,January,Massachusetts,Middlesex County,4.5
2015,January,Massachusetts,Hampshire County,5.2
2015,January,West Virginia,Tyler County,10.4
2015,January,West Virginia,Wayne County,7.7
2015,January,West Virginia,Monroe County,7
2015,January,West Virginia,Mason County,9.7
2015,January,West Virginia,Calhoun County,16.7
2015,January,West Virginia,Wirt County,12.3
2015,January,West Virginia,Jefferson County,4.7
2015,January,West Virginia,Kanawha County,6.6
2015,January,West Virginia,Pleasants County,9
2015,January,West Virginia,Marshall County,9.1
2015,January,West Virginia,Greenbrier County,8.5
2015,January,West Virginia,Preston County,7
2015,January,West Virginia,Wood County,6.9
2015,January,West Virginia,Upshur County,7.6
2015,January,West Virginia,Monongalia County,4.7
2015,January,West Virginia,Brooke County,7.8
2015,January,West Virginia,Ritchie County,7.7
2015,January,West Virginia,Marion County,6.7
2015,January,West Virginia,Hancock County,8.8
2015,January,West Virginia,Cabell County,5.8
2015,January,West Virginia,Wyoming County,10.2
2015,January,West Virginia,Lincoln County,10.1
2015,January,West Virginia,Jackson County,8
2015,January,West Virginia,Mineral County,8.7
2015,January,West Virginia,Randolph County,8.2
2015,January,West Virginia,Mingo County,12.6
2015,January,West Virginia,Summers County,8.5
2015,January,West Virginia,Logan County,11
2015,January,West Virginia,Mercer County,8
2015,January,West Virginia,Ohio County,6
2015,January,West Virginia,Clay County,13.4
2015,January,West Virginia,Roane County,13
2015,January,West Virginia,Raleigh County,7.9
2015,January,West Virginia,Boone County,9.4
2015,January,West Virginia,Taylor County,6.3
2015,January,West Virginia,Berkeley County,5.7
2015,January,West Virginia,Wetzel County,11.6
2015,January,West Virginia,Doddridge County,6.2
2015,January,West Virginia,Harrison County,6.1
2015,January,West Virginia,Putnam County,6.4
2015,January,West Virginia,Barbour County,7.6
2015,January,West Virginia,Hardy County,9.6
2015,January,West Virginia,Hampshire County,6.8
2015,January,West Virginia,Morgan County,6.3
2015,January,West Virginia,Tucker County,6.2
2015,January,West Virginia,Lewis County,7.8
2015,January,West Virginia,Fayette County,9.8
2015,January,West Virginia,Gilmer County,8.1
2015,January,West Virginia,Nicholas County,9.8
2015,January,West Virginia,Grant County,9.5
2015,January,West Virginia,Braxton County,11.1
2015,January,West Virginia,Pendleton County,5.7
2015,January,West Virginia,Webster County,8.5
2015,January,West Virginia,McDowell County,14.2
2015,January,West Virginia,Pocahontas County,7.3
2015,January,South Carolina,Sumter County,7.5
2015,January,South Carolina,Calhoun County,8.1
2015,January,South Carolina,Colleton County,8
2015,January,South Carolina,Greenville County,5.6
2015,January,South Carolina,Dillon County,9.6
2015,January,South Carolina,Hampton County,9.7
2015,January,South Carolina,Lee County,9.8
2015,January,South Carolina,Anderson County,6.2
2015,January,South Carolina,Edgefield County,6.7
2015,January,South Carolina,Jasper County,6.1
2015,January,South Carolina,Charleston County,5.5
2015,January,South Carolina,Dorchester County,6.2
2015,January,South Carolina,Bamberg County,12.1
2015,January,South Carolina,Darlington County,8.5
2015,January,South Carolina,Fairfield County,8.7
2015,January,South Carolina,Marion County,11.8
2015,January,South Carolina,Lexington County,5.3
2015,January,South Carolina,Allendale County,13.8
2015,January,South Carolina,Marlboro County,10.8
2015,January,South Carolina,Chester County,9.6
2015,January,South Carolina,Williamsburg County,10.8
2015,January,South Carolina,Union County,9.3
2015,January,South Carolina,Berkeley County,6.3
2015,January,South Carolina,York County,6.3
2015,January,South Carolina,Orangeburg County,12
2015,January,South Carolina,Lancaster County,7.2
2015,January,South Carolina,Horry County,9.7
2015,January,South Carolina,Abbeville County,7.7
2015,January,South Carolina,Cherokee County,8.4
2015,January,South Carolina,McCormick County,8.9
2015,January,South Carolina,Florence County,7.5
2015,January,South Carolina,Clarendon County,8.6
2015,January,South Carolina,Chesterfield County,6.9
2015,January,South Carolina,Spartanburg County,6.5
2015,January,South Carolina,Richland County,6.2
2015,January,South Carolina,Beaufort County,6.4
2015,January,South Carolina,Saluda County,5.9
2015,January,South Carolina,Kershaw County,6.7
2015,January,South Carolina,Aiken County,6.6
2015,January,South Carolina,Barnwell County,10.3
2015,January,South Carolina,Oconee County,6.5
2015,January,South Carolina,Pickens County,6.5
2015,January,South Carolina,Newberry County,6
2015,January,South Carolina,Georgetown County,10.2
2015,January,South Carolina,Greenwood County,7.2
2015,January,South Carolina,Laurens County,7.6
2015,January,New Hampshire,Rockingham County,4.6
2015,January,New Hampshire,Grafton County,3.6
2015,January,New Hampshire,Carroll County,4.8
2015,January,New Hampshire,Strafford County,4.1
2015,January,New Hampshire,Coos County,6.2
2015,January,New Hampshire,Belknap County,4.6
2015,January,New Hampshire,Cheshire County,4
2015,January,New Hampshire,Hillsborough County,4.5
2015,January,New Hampshire,Sullivan County,3.6
2015,January,New Hampshire,Merrimack County,4
2015,January,Wisconsin,Waupaca County,5.8
2015,January,Wisconsin,Menominee County,10.5
2015,January,Wisconsin,Sheboygan County,4.4
2015,January,Wisconsin,Green County,4.7
2015,January,Wisconsin,Kenosha County,5.9
2015,January,Wisconsin,Jefferson County,5.3
2015,January,Wisconsin,La Crosse County,4.4
2015,January,Wisconsin,Pepin County,5.9
2015,January,Wisconsin,Sawyer County,10.8
2015,January,Wisconsin,Lafayette County,4.4
2015,January,Wisconsin,Outagamie County,4.7
2015,January,Wisconsin,Manitowoc County,6
2015,January,Wisconsin,Wood County,7.1
2015,January,Wisconsin,Buffalo County,6.1
2015,January,Wisconsin,Marquette County,8.1
2015,January,Wisconsin,Calumet County,4.1
2015,January,Wisconsin,Eau Claire County,4.5
2015,January,Wisconsin,Adams County,9.5
2015,January,Wisconsin,Marinette County,7.1
2015,January,Wisconsin,Waukesha County,4.3
2015,January,Wisconsin,Polk County,6.4
2015,January,Wisconsin,Marathon County,4.7
2015,January,Wisconsin,Ozaukee County,4
2015,January,Wisconsin,Burnett County,9.1
2015,January,Wisconsin,Ashland County,7.6
2015,January,Wisconsin,Lincoln County,6.3
2015,January,Wisconsin,Jackson County,6.4
2015,January,Wisconsin,Rusk County,6.9
2015,January,Wisconsin,Green Lake County,7.2
2015,January,Wisconsin,Kewaunee County,5.2
2015,January,Wisconsin,Shawano County,6.1
2015,January,Wisconsin,Vilas County,9.5
2015,January,Wisconsin,Rock County,6
2015,January,Wisconsin,Barron County,6.3
2015,January,Wisconsin,Pierce County,4.7
2015,January,Wisconsin,Door County,10.7
2015,January,Wisconsin,Saint Croix County,4.6
2015,January,Wisconsin,Winnebago County,4.9
2015,January,Wisconsin,Walworth County,5.9
2015,January,Wisconsin,Taylor County,6.6
2015,January,Wisconsin,Milwaukee County,6.4
2015,January,Wisconsin,Dodge County,5.4
2015,January,Wisconsin,Chippewa County,6.3
2015,January,Wisconsin,Washington County,4.4
2015,January,Wisconsin,Brown County,4.7
2015,January,Wisconsin,Clark County,5.9
2015,January,Wisconsin,Sauk County,5.2
2015,January,Wisconsin,Dunn County,5.6
2015,January,Wisconsin,Oneida County,7.9
2015,January,Wisconsin,Racine County,6.4
2015,January,Wisconsin,Juneau County,6.8
2015,January,Wisconsin,Douglas County,5.8
2015,January,Wisconsin,Florence County,8.4
2015,January,Wisconsin,Oconto County,6.5
2015,January,Wisconsin,Monroe County,5.4
2015,January,Wisconsin,Bayfield County,11
2015,January,Wisconsin,Richland County,5
2015,January,Wisconsin,Iron County,10.8
2015,January,Wisconsin,Columbia County,5.4
2015,January,Wisconsin,Price County,5.3
2015,January,Wisconsin,Portage County,5.8
2015,January,Wisconsin,Vernon County,5.1
2015,January,Wisconsin,Grant County,5.2
2015,January,Wisconsin,Crawford County,7.9
2015,January,Wisconsin,Washburn County,6.8
2015,January,Wisconsin,Iowa County,5.7
2015,January,Wisconsin,Trempealeau County,5.2
2015,January,Wisconsin,Fond du Lac County,4.9
2015,January,Wisconsin,Langlade County,7.5
2015,January,Wisconsin,Waushara County,8.3
2015,January,Wisconsin,Forest County,9.1
2015,January,Wisconsin,Dane County,3.5
2015,January,Vermont,Caledonia County,6.3
2015,January,Vermont,Chittenden County,3.1
2015,January,Vermont,Essex County,8.6
2015,January,Vermont,Windham County,4.1
2015,January,Vermont,Lamoille County,5.8
2015,January,Vermont,Addison County,4.5
2015,January,Vermont,Washington County,4.5
2015,January,Vermont,Franklin County,4.5
2015,January,Vermont,Bennington County,4.9
2015,January,Vermont,Windsor County,3.4
2015,January,Vermont,Orange County,4.6
2015,January,Vermont,Grand Isle County,5.5
2015,January,Vermont,Orleans County,7.5
2015,January,Vermont,Rutland County,4.9
2015,January,North Dakota,Renville County,3.2
2015,January,North Dakota,Williams County,1.5
2015,January,North Dakota,Stutsman County,3.7
2015,January,North Dakota,Eddy County,6.9
2015,January,North Dakota,Slope County,2.2
2015,January,North Dakota,Emmons County,7.3
2015,January,North Dakota,Traill County,3.5
2015,January,North Dakota,Griggs County,3.5
2015,January,North Dakota,Morton County,4.3
2015,January,North Dakota,Towner County,4.3
2015,January,North Dakota,Dickey County,2.4
2015,January,North Dakota,Ramsey County,4.6
2015,January,North Dakota,Adams County,3.2
2015,January,North Dakota,Bowman County,2
2015,January,North Dakota,Sioux County,4.4
2015,January,North Dakota,Ward County,3.5
2015,January,North Dakota,McLean County,5.2
2015,January,North Dakota,Burleigh County,3.2
2015,January,North Dakota,Steele County,3.3
2015,January,North Dakota,Cavalier County,4
2015,January,North Dakota,Mountrail County,1.4
2015,January,North Dakota,Bottineau County,4.6
2015,January,North Dakota,Ransom County,3.5
2015,January,North Dakota,Logan County,3.9
2015,January,North Dakota,Mercer County,5.5
2015,January,North Dakota,Foster County,4
2015,January,North Dakota,McHenry County,5.6
2015,January,North Dakota,Cass County,3.2
2015,January,North Dakota,Benson County,7.2
2015,January,North Dakota,Nelson County,5.4
2015,January,North Dakota,McKenzie County,1.7
2015,January,North Dakota,Pierce County,5.9
2015,January,North Dakota,Billings County,4.7
2015,January,North Dakota,Golden Valley County,2.8
2015,January,North Dakota,Divide County,1.6
2015,January,North Dakota,Stark County,2
2015,January,North Dakota,Dunn County,1.6
2015,January,North Dakota,Rolette County,11.4
2015,January,North Dakota,Burke County,3.3
2015,January,North Dakota,McIntosh County,4.4
2015,January,North Dakota,Barnes County,4.1
2015,January,North Dakota,Sheridan County,7.7
2015,January,North Dakota,Kidder County,5.5
2015,January,North Dakota,Sargent County,2.5
2015,January,North Dakota,Richland County,3.7
2015,January,North Dakota,Lamoure County,3.5
2015,January,North Dakota,Walsh County,5.4
2015,January,North Dakota,Wells County,5.8
2015,January,North Dakota,Oliver County,7.1
2015,January,North Dakota,Grant County,4.2
2015,January,North Dakota,Grand Forks County,3.2
2015,January,North Dakota,Hettinger County,2.3
2015,January,North Dakota,Pembina County,6.7
2015,January,Pennsylvania,Wayne County,7.6
2015,January,Pennsylvania,Luzerne County,7.5
2015,January,Pennsylvania,Westmoreland County,6.3
2015,January,Pennsylvania,Allegheny County,5.6
2015,January,Pennsylvania,Wyoming County,7
2015,January,Pennsylvania,Jefferson County,6.9
2015,January,Pennsylvania,Cameron County,7.9
2015,January,Pennsylvania,Beaver County,6.8
2015,January,Pennsylvania,Erie County,6.4
2015,January,Pennsylvania,Monroe County,7.5
2015,January,Pennsylvania,Susquehanna County,6.8
2015,January,Pennsylvania,Adams County,5
2015,January,Pennsylvania,Schuylkill County,7.3
2015,January,Pennsylvania,Perry County,5.6
2015,January,Pennsylvania,York County,5.6
2015,January,Pennsylvania,Fulton County,7.7
2015,January,Pennsylvania,Cumberland County,4.5
2015,January,Pennsylvania,Lebanon County,5.2
2015,January,Pennsylvania,Mc Kean County,6.6
2015,January,Pennsylvania,Delaware County,5.5
2015,January,Pennsylvania,Potter County,8.4
2015,January,Pennsylvania,Pike County,7.7
2015,January,Pennsylvania,Lycoming County,6.4
2015,January,Pennsylvania,Northumberland County,7.4
2015,January,Pennsylvania,Berks County,5.6
2015,January,Pennsylvania,Franklin County,5.8
2015,January,Pennsylvania,Mercer County,6.1
2015,January,Pennsylvania,Bucks County,5.4
2015,January,Pennsylvania,Lawrence County,7.2
2015,January,Pennsylvania,Butler County,5.5
2015,January,Pennsylvania,Indiana County,6.8
2015,January,Pennsylvania,Crawford County,5.8
2015,January,Pennsylvania,Chester County,4.2
2015,January,Pennsylvania,Venango County,6.1
2015,January,Pennsylvania,Greene County,5.6
2015,January,Pennsylvania,Clearfield County,8.1
2015,January,Pennsylvania,Clarion County,6.9
2015,January,Pennsylvania,Blair County,6.1
2015,January,Pennsylvania,Carbon County,7.1
2015,January,Pennsylvania,Montour County,4.9
2015,January,Pennsylvania,Clinton County,8
2015,January,Pennsylvania,Tioga County,7.2
2015,January,Pennsylvania,Washington County,6.2
2015,January,Pennsylvania,Bradford County,5.8
2015,January,Pennsylvania,Centre County,4.6
2015,January,Pennsylvania,Dauphin County,5.3
2015,January,Pennsylvania,Sullivan County,5.8
2015,January,Pennsylvania,Lehigh County,6.1
2015,January,Pennsylvania,Northampton County,6.1
2015,January,Pennsylvania,Cambria County,7.6
2015,January,Pennsylvania,Lancaster County,4.8
2015,January,Pennsylvania,Juniata County,6.4
2015,January,Pennsylvania,Union County,5.1
2015,January,Pennsylvania,Lackawanna County,6.8
2015,January,Pennsylvania,Columbia County,6.9
2015,January,Pennsylvania,Fayette County,8.7
2015,January,Pennsylvania,Armstrong County,7.7
